StockCode,CustomerID,Purchase
21523,16250,1
21363,16250,1
21411,16250,1
22318,16250,1
22464,16250,1
22915,16250,1
22922,16250,1
22969,16250,1
22923,16250,1
21115,16250,1
22469,16250,1
22242,16250,1
22941,12431,1
21622,12431,1
21791,12431,1
35004C,12431,1
35004G,12431,1
85014B,12431,1
85014A,12431,1
22193,12431,1
22726,12431,1
22727,12431,1
22192,12431,1
22191,12431,1
22195,12431,1
22196,12431,1
22941,17511,1
22960,17511,1
22961,17511,1
22962,17511,1
22963,17511,1
22968,17511,1
84970S,17511,1
22910,17511,1
20668,17511,1
85123A,17511,1
22197,17511,1
22198,17511,1
21533,17511,1
21080,17511,1
21094,17511,1
21086,17511,1
21786,17511,1
22654,17511,1
21485,17511,1
84029G,17511,1
84030E,17511,1
22174,17511,1
22969,17511,1
85099B,17511,1
22556,17548,1
21984,17548,1
21983,17548,1
21980,17548,1
21484,17548,1
22557,17548,1
22553,17548,1
22150,13705,1
22619,13705,1
21891,13705,1
21889,13705,1
22827,13705,1
22127,13705,1
22128,13705,1
22502,13705,1
84879,13705,1
22338,13705,1
22180,13747,1
21506,13408,1
22633,13408,1
22866,13408,1
22865,13408,1
22632,13408,1
21485,13408,1
22349,13408,1
22558,13408,1
85152,13408,1
85123A,13408,1
22652,13408,1
22188,13767,1
84879,13767,1
21977,13767,1
84991,13767,1
21212,13767,1
21484,13767,1
21314,13767,1
22730,13767,1
22727,13767,1
22729,13767,1
22726,13767,1
22114,13767,1
22867,13767,1
22866,13767,1
15056BL,17850,1
22803,17850,1
35004B,17924,1
35004C,17924,1
21980,13448,1
21844,13448,1
22468,13448,1
22637,13448,1
22752,13448,1
48185,13448,1
22632,13448,1
22866,13448,1
22865,13448,1
21232,13448,1
22064,13448,1
22449,13448,1
22114,13448,1
22835,13448,1
22112,13448,1
21479,13448,1
22111,13448,1
22969,13448,1
22110,15862,1
22098,15862,1
22100,15862,1
22766,15862,1
22451,15862,1
22549,15862,1
84744,15862,1
85049E,15862,1
21328,15862,1
22961,15862,1
17091A,15862,1
22473,15862,1
84509A,15862,1
84510A,15862,1
22767,15862,1
22768,15862,1
21463,15862,1
21464,15862,1
20820,15862,1
85150,15862,1
22117,15862,1
21169,15862,1
48129,15862,1
82580,15862,1
82578,15862,1
82581,15862,1
22413,15862,1
21907,15862,1
22441,15862,1
21122,15862,1
22851,15862,1
84991,15862,1
22810,15862,1
22809,15862,1
22435,15862,1
20966,15862,1
20963,15862,1
20961,15862,1
22068,15862,1
21743,15862,1
21744,15862,1
84709B,15862,1
21592,15862,1
21587,15862,1
20992,15862,1
22662,15862,1
85123A,15862,1
22804,15862,1
82483,15862,1
20749,15862,1
20725,15862,1
22382,15862,1
20726,15862,1
22384,15862,1
22467,15862,1
84625C,15862,1
84625A,15862,1
21108,15862,1
22848,15862,1
21033,15862,1
47570B,15862,1
84030E,15862,1
22428,15862,1
22502,15862,1
22086,15513,1
22910,15513,1
22837,15513,1
22867,12791,1
POST,12791,1
22297,16218,1
22771,16218,1
22772,16218,1
22773,16218,1
22805,16218,1
22469,16218,1
22197,16218,1
21125,16218,1
21126,16218,1
85049C,16218,1
85049D,16218,1
85049E,16218,1
85049G,16218,1
21061,16218,1
21063,16218,1
21062,16218,1
84380,16218,1
84378,16218,1
22964,16218,1
21213,16218,1
22417,16218,1
21212,16218,1
84992,16218,1
21975,16218,1
22383,16218,1
20728,16218,1
20727,16218,1
22296,16218,1
20914,14045,1
22537,14307,1
22533,14307,1
20982,14307,1
21832,14307,1
21915,14307,1
21914,14307,1
21544,14307,1
22813,14307,1
22114,14307,1
84029E,14307,1
21479,14307,1
22964,14307,1
84375,14307,1
22418,14307,1
22178,14307,1
84970L,14307,1
21733,14307,1
22465,14307,1
84949,14307,1
20685,14307,1
48194,14307,1
22488,14307,1
22219,14307,1
84879,14307,1
21754,14307,1
21755,14307,1
22766,14307,1
22610,14307,1
22716,14307,1
22706,14307,1
22371,14307,1
85014B,14307,1
85014A,14307,1
84997B,14307,1
21212,14307,1
21210,14307,1
22914,14307,1
22553,14307,1
16237,14307,1
22714,14307,1
22812,14307,1
84347,14307,1
21587,14307,1
22736,14307,1
22492,14307,1
22620,14307,1
22619,14307,1
21705,14307,1
90199C,17908,1
21479,17908,1
22111,17908,1
22785,17908,1
22975,17908,1
22972,17908,1
22866,17908,1
22568,17908,1
85116,17908,1
22664,17908,1
21609,17908,1
21866,17908,1
20669,17908,1
90129F,17908,1
90210B,17908,1
21955,17908,1
72802C,17908,1
22109,17908,1
22531,17908,1
21811,17908,1
22183,17908,1
21678,17908,1
21676,17908,1
84625A,17908,1
84625C,17908,1
21931,17908,1
85169B,17908,1
16238,17908,1
20668,17908,1
84906,17908,1
21867,17908,1
22075,17908,1
21326,17908,1
21065,17908,1
22074,17908,1
22900,17908,1
20713,17908,1
20966,17908,1
21116,17908,1
22633,17908,1
22198,17908,1
21824,17908,1
21823,17908,1
22153,17908,1
22197,17908,1
85099B,17908,1
85099F,17908,1
20717,17908,1
20723,17908,1
21980,17908,1
22112,17908,1
20728,17920,1
22382,17920,1
22326,17920,1
22662,17920,1
22383,17920,1
20727,17920,1
22328,17920,1
22327,17920,1
22630,17920,1
22629,17920,1
21245,17920,1
21244,17920,1
21242,17920,1
21243,17920,1
22273,17920,1
22940,17920,1
22652,17920,1
22759,17920,1
21880,17920,1
21738,17920,1
22077,17920,1
85049E,17920,1
22961,17920,1
21448,17920,1
22837,17920,1
22749,17920,1
22243,17920,1
22141,17920,1
22144,17920,1
22242,17920,1
21731,17920,1
21739,17920,1
22271,17920,1
22274,17920,1
22751,17920,1
21034,17920,1
22568,17920,1
22570,17920,1
22569,17920,1
22086,17920,1
22968,17920,1
22902,17920,1
21710,17920,1
21708,17920,1
21711,17920,1
22179,17920,1
22197,17920,1
22900,17920,1
21706,17920,1
22468,17920,1
20725,17920,1
85184C,17920,1
22988,17920,1
20750,17920,1
22952,12838,1
22910,12838,1
22739,12838,1
22738,12838,1
22736,12838,1
22909,12838,1
35591T,12838,1
22186,12838,1
22695,12838,1
22470,12838,1
22580,12838,1
22469,12838,1
22147,12838,1
22130,12838,1
21791,12838,1
22694,12838,1
21790,12838,1
22149,12838,1
22900,12838,1
22961,12838,1
22321,12838,1
22594,12838,1
22593,12838,1
22595,12838,1
21986,12838,1
22750,12838,1
22616,12838,1
22775,12838,1
22899,12838,1
22367,12838,1
22942,12838,1
22941,12838,1
22086,12838,1
22940,12838,1
21212,12838,1
21976,12838,1
22951,12838,1
21977,12838,1
22834,12838,1
22867,12838,1
22865,12838,1
22632,12838,1
21916,12838,1
22587,12838,1
22566,12838,1
22565,12838,1
22472,12838,1
22557,12838,1
22551,12838,1
22554,12838,1
22534,12838,1
22531,12838,1
22529,12838,1
22530,12838,1
84032B,12838,1
22837,12838,1
85049H,12838,1
22749,12838,1
22807,12838,1
21494,13255,1
21915,13255,1
22938,13255,1
22768,13255,1
22767,13255,1
82494L,13255,1
21889,16583,1
21892,16583,1
21891,16583,1
21890,16583,1
21718,16583,1
21716,16583,1
21715,16583,1
22113,16583,1
22111,16583,1
22110,16583,1
22358,16583,1
22357,16583,1
22115,16583,1
22969,16583,1
22619,18085,1
21481,18085,1
22632,18085,1
22837,18085,1
21479,18085,1
21485,18085,1
84029E,18085,1
22111,18085,1
22113,18085,1
22837,13758,1
22585,13758,1
79321,13758,1
22637,13758,1
21556,13758,1
22646,13758,1
22644,13758,1
22645,13758,1
22650,13758,1
22508,13758,1
21411,13758,1
22511,13758,1
22451,13758,1
22449,13758,1
22768,13758,1
22829,13758,1
22961,13758,1
21154,13694,1
22189,13694,1
17021,13694,1
22059,13694,1
22188,13694,1
84678,13694,1
85172,15983,1
22142,15983,1
22144,15983,1
21591,15983,1
22480,15983,1
22294,15983,1
21156,15983,1
10133,15983,1
72800E,15983,1
84836,15983,1
20774,15983,1
20773,15983,1
20777,15983,1
16016,15983,1
16014,15983,1
21890,15983,1
21891,15983,1
22619,15983,1
22620,15983,1
84347,15983,1
85169B,15983,1
21651,15983,1
84625C,15983,1
22618,15983,1
21586,15983,1
21587,15983,1
22152,15983,1
84754,15983,1
22670,14849,1
21586,14849,1
84992,14849,1
84879,14849,1
84849B,14849,1
22927,14849,1
22926,14849,1
22925,14849,1
21977,14849,1
21485,14849,1
21484,14849,1
21259,14849,1
21257,14849,1
21121,14849,1
82552,14849,1
90200B,17968,1
90059B,17968,1
90185C,17968,1
90059E,17968,1
90059C,17968,1
90200C,17968,1
90200D,17968,1
90200A,17968,1
22386,17968,1
85099B,17968,1
84879,17968,1
22086,17968,1
22737,17968,1
21260,17968,1
22744,17968,1
21985,17968,1
21980,17968,1
22988,17968,1
22297,17968,1
22294,17968,1
22295,17968,1
22813,17968,1
22812,17968,1
22197,17968,1
21977,17968,1
22619,17968,1
16258A,17968,1
21992,17968,1
22910,17968,1
21124,17968,1
22735,17968,1
22952,17968,1
22945,17968,1
21816,17968,1
21815,17968,1
21814,17968,1
10125,17968,1
22810,17968,1
22573,17968,1
22577,17968,1
22603,17968,1
22809,17968,1
20878,17968,1
20866,17968,1
85095,17968,1
22333,17968,1
22557,17968,1
21584,17968,1
22866,17968,1
22731,17968,1
22558,17968,1
22956,17968,1
22582,17968,1
21212,17968,1
22585,17968,1
21121,17968,1
21122,17968,1
22759,17968,1
85231B,17968,1
85231G,17968,1
22082,17968,1
22500,17968,1
22742,17968,1
21329,17968,1
21328,17968,1
21327,17968,1
21738,17968,1
48173C,17968,1
85099C,17968,1
22960,17968,1
72818,17968,1
22441,17968,1
22312,17968,1
22663,17968,1
22960,14849,1
22961,14849,1
21314,16210,1
84029E,16210,1
21137,16210,1
22041,16210,1
20979,16210,1
20977,16210,1
22619,16210,1
22571,16210,1
22595,16210,1
22593,16210,1
22633,16210,1
22632,16210,1
22423,16210,1
22411,16210,1
22738,17897,1
21621,17897,1
22960,17897,1
22082,17897,1
47563A,17897,1
84558A,17897,1
21592,17897,1
20878,17897,1
84347,17897,1
21577,17897,1
22909,17897,1
22087,17897,1
22651,17897,1
22713,17897,1
22910,17897,1
21370,17897,1
21367,17897,1
22376,17897,1
22961,17897,1
21895,17897,1
22468,17897,1
21034,17897,1
22372,17897,1
22867,17897,1
22144,17897,1
21190,17897,1
21894,17897,1
70007,17897,1
22940,17897,1
22150,17897,1
22149,17897,1
21622,17377,1
46000M,17377,1
22630,17377,1
22616,17377,1
22712,17377,1
22983,17377,1
22024,17377,1
22113,17377,1
84029E,17377,1
21488,17377,1
22900,17377,1
22895,17377,1
21035,17377,1
21755,17377,1
21754,17377,1
84879,16552,1
22784,16552,1
21441,16552,1
85123A,16552,1
22423,16552,1
84947,17181,1
21326,17181,1
22865,17951,1
22485,17951,1
22807,17951,1
22633,17951,1
22866,17951,1
21794,14729,1
20707,14729,1
21175,14729,1
22926,14729,1
22588,14729,1
21292,14729,1
21890,14729,1
22632,14729,1
22633,14729,1
22670,14729,1
21867,14729,1
22760,14729,1
22107,14729,1
22470,14729,1
21486,14729,1
22151,14729,1
22643,14729,1
22642,14729,1
22604,14729,1
22099,14729,1
22553,14729,1
22551,14729,1
22653,14729,1
22557,14729,1
22906,14729,1
22754,14729,1
22938,14729,1
22812,14729,1
22919,14729,1
22917,14729,1
22920,14729,1
22921,14729,1
22918,14729,1
22916,14729,1
85123A,14729,1
22575,14729,1
21804,14729,1
21584,14729,1
21588,14729,1
22152,14729,1
22441,14729,1
22955,14729,1
22956,14729,1
22582,14729,1
22583,14729,1
22241,14729,1
22904,14729,1
22905,14729,1
22197,14729,1
22092,14729,1
22469,14729,1
22100,14729,1
22096,14729,1
21358,14729,1
21123,14729,1
21124,14729,1
21122,14729,1
84378,14729,1
21985,14729,1
21427,14729,1
21034,14729,1
21930,14729,1
20772,14729,1
71406C,14729,1
84985A,14729,1
20754,14729,1
84596E,14729,1
21111,14729,1
22501,14729,1
22854,12748,1
84997D,15012,1
47599A,15012,1
47599B,15012,1
22749,15012,1
20972,15012,1
22569,15012,1
21041,15012,1
21664,15012,1
84969,15012,1
22907,15012,1
22865,15012,1
22866,15012,1
22632,15012,1
22776,15012,1
22338,15012,1
21810,15012,1
22449,15012,1
21197,15012,1
85231G,15012,1
21121,15012,1
22151,15012,1
84836,15012,1
21326,15012,1
85035B,15012,1
84968C,15012,1
85231B,15012,1
22739,15012,1
37370,15012,1
22941,15012,1
21098,15012,1
20914,15012,1
21190,15012,1
84997C,15012,1
21192,15012,1
85014A,15012,1
21124,15012,1
72800B,15012,1
84563A,15012,1
22107,15012,1
47504H,15012,1
21122,15012,1
21742,15012,1
22566,15012,1
22481,15012,1
85099B,15012,1
21931,15012,1
22943,12868,1
22468,12868,1
22149,12868,1
21485,12868,1
21259,12868,1
22969,12868,1
22699,12868,1
22217,12868,1
22227,12868,1
22219,12868,1
22111,12868,1
22294,12868,1
21111,17572,1
21106,17572,1
21107,17572,1
22697,17572,1
21826,14078,1
21791,14078,1
22548,14078,1
22149,14078,1
17164B,14078,1
22423,14078,1
22429,14078,1
22428,14078,1
20974,14078,1
20973,14078,1
15044B,14078,1
21324,14078,1
20750,14078,1
21135,14001,1
22173,14001,1
22626,14001,1
22625,14001,1
22624,14001,1
21929,14001,1
85099B,14001,1
22411,14001,1
22113,14001,1
22809,12662,1
84347,12662,1
84945,12662,1
22242,12662,1
22244,12662,1
22243,12662,1
47421,12662,1
20712,12662,1
20713,12662,1
22837,12662,1
22969,12662,1
22973,12662,1
84569B,12662,1
22549,12662,1
POST,12662,1
22815,15525,1
22865,15525,1
22585,15525,1
21587,15525,1
84985A,15525,1
85114B,15525,1
22813,15525,1
22128,15525,1
22839,15525,1
22584,15525,1
22130,15525,1
22938,15525,1
22411,15525,1
21731,15525,1
22616,15525,1
22454,15525,1
21992,15525,1
22326,15525,1
22082,15525,1
85049E,15525,1
22077,15525,1
85049A,15525,1
22867,15525,1
22910,15525,1
22963,15525,1
22960,15525,1
85114C,15525,1
22974,15525,1
22423,15525,1
21452,15525,1
22812,15525,1
22744,15525,1
22743,15525,1
22911,15525,1
22900,15525,1
22961,15525,1
22453,15525,1
22445,15525,1
22568,15525,1
22570,15525,1
22607,15525,1
22635,15525,1
22634,15525,1
22968,15525,1
22222,14237,1
22947,14237,1
21743,14237,1
22187,14237,1
22164,14237,1
72598,14237,1
21258,14237,1
22627,14237,1
22487,14237,1
22360,17905,1
22364,17905,1
21657,17905,1
22699,17905,1
21071,17905,1
22941,17905,1
22120,17905,1
22423,17905,1
21038,17905,1
21625,17905,1
22783,17905,1
22097,17905,1
82552,17905,1
21179,17905,1
22185,17905,1
21662,17905,1
85104,17905,1
21654,17905,1
21658,17905,1
21664,17905,1
22943,17905,1
22411,17905,1
21519,15485,1
22819,15485,1
21506,15485,1
22704,15485,1
21498,15485,1
15056N,15485,1
15056BL,15485,1
20679,15485,1
22049,15485,1
21497,15485,1
21333,15485,1
22727,15485,1
22726,15485,1
22730,15485,1
22086,15485,1
22910,15485,1
22194,15485,1
22192,15485,1
22193,15485,1
22191,15485,1
22688,15485,1
22768,15485,1
84692,12433,1
22444,12433,1
22899,12433,1
21156,12433,1
22556,12433,1
22555,12433,1
22554,12433,1
22553,12433,1
22551,12433,1
22547,12433,1
22544,12433,1
22543,12433,1
22540,12433,1
22539,12433,1
22534,12433,1
22530,12433,1
22531,12433,1
22561,12433,1
22489,12433,1
22814,12433,1
21520,12433,1
21506,12433,1
22716,12433,1
22866,12433,1
22632,12433,1
22865,12433,1
22114,12433,1
21982,12433,1
21981,12433,1
21967,12433,1
22092,12433,1
21983,12433,1
22615,12433,1
21980,12433,1
22614,12433,1
22095,12433,1
22094,12433,1
21984,12433,1
22557,12433,1
21786,12433,1
21080,12433,1
22963,12433,1
22962,12433,1
22961,12433,1
84375,12433,1
22966,12433,1
21874,12433,1
21873,12433,1
21870,12433,1
22956,12433,1
84050,12433,1
84991,12433,1
84992,12433,1
21213,12433,1
21977,12433,1
21212,12433,1
22198,12433,1
22197,12433,1
22315,12433,1
22667,12433,1
22666,12433,1
22665,12433,1
22558,12433,1
22567,12433,1
85150,12433,1
21166,12433,1
85152,12433,1
82600,12433,1
21733,12433,1
20685,12433,1
22842,12433,1
22494,12433,1
21260,12433,1
20754,16955,1
22740,16955,1
22825,16955,1
22680,16955,1
22797,16955,1
21843,16955,1
22866,15350,1
22834,15350,1
22865,15350,1
22867,15350,1
22112,15350,1
22943,15605,1
22118,15605,1
22121,15605,1
22119,15605,1
21485,15605,1
22219,15605,1
21523,15605,1
48194,15605,1
20685,15605,1
21156,15605,1
22418,15605,1
22311,15605,1
21485,18144,1
84879,18144,1
72817,18144,1
22277,15922,1
22333,15922,1
20867,15922,1
21688,15922,1
21694,15922,1
22183,15922,1
22423,15922,1
22798,15922,1
22800,15922,1
22801,15922,1
22781,15922,1
21466,14594,1
21467,14594,1
21471,14594,1
21469,14594,1
21523,14594,1
48129,14594,1
21524,14594,1
22791,14594,1
84949,14594,1
22086,14594,1
22910,14594,1
22457,14594,1
21690,14594,1
22752,14594,1
37343,14594,1
22088,14594,1
22195,14594,1
22470,14594,1
22469,14594,1
22173,14594,1
22584,14594,1
22583,14594,1
21143,14594,1
84944,14594,1
22601,14594,1
22603,14594,1
22600,14594,1
22574,14594,1
22573,14594,1
85199L,14594,1
85199S,14594,1
22969,15165,1
72741,15165,1
37495,15165,1
22807,15165,1
22171,15165,1
82486,15165,1
22173,15165,1
85067,15165,1
48184,15165,1
48138,15165,1
48129,15165,1
21625,15165,1
22326,15165,1
22423,15165,1
21743,15165,1
22557,15165,1
22554,15165,1
85019A,15165,1
85019C,15165,1
20902,15165,1
21429,15165,1
22867,15165,1
22632,15165,1
84030E,15165,1
22114,15165,1
21481,15165,1
22379,15165,1
22968,14911,1
85071A,14911,1
85071C,14911,1
22355,14911,1
21579,14911,1
21576,14911,1
22147,14911,1
22150,14911,1
22492,14911,1
22493,14911,1
21833,14911,1
85135B,14911,1
85136A,14911,1
85136C,14911,1
21055,14911,1
21056,14911,1
21889,14911,1
21891,14911,1
22622,14911,1
C2,14911,1
21915,14911,1
22382,16456,1
20727,16456,1
22383,16456,1
22386,16456,1
85099B,16456,1
22379,16456,1
20712,16456,1
85099F,16456,1
85099C,16456,1
21930,16456,1
21928,16456,1
22411,16456,1
21931,16456,1
20711,16456,1
20713,16456,1
85123A,16456,1
22632,17841,1
22355,17841,1
22244,12472,1
22242,12472,1
20914,12472,1
22892,12472,1
22654,12472,1
22767,12472,1
22333,12472,1
22245,12472,1
22077,12472,1
22631,12472,1
22168,12472,1
21218,12472,1
20957,12472,1
22580,12472,1
84970L,17346,1
84970S,17346,1
22466,17346,1
22625,17346,1
20914,17346,1
22835,17346,1
22837,17346,1
22900,17346,1
22174,17346,1
22112,17346,1
22895,17346,1
21592,17346,1
79144B,17346,1
22551,17346,1
22310,17346,1
22557,17346,1
22555,17346,1
22480,17346,1
22482,17346,1
22481,17346,1
22663,17346,1
22659,17346,1
84949,17346,1
21326,17346,1
22713,17346,1
22111,17346,1
22629,17346,1
21916,17346,1
21917,17346,1
22599,17643,1
22597,17643,1
22336,17643,1
21922,17643,1
35961,17643,1
21843,17643,1
20749,17643,1
22694,17643,1
21495,17841,1
46000R,17841,1
46000S,17841,1
22731,17841,1
21258,17841,1
21041,17841,1
84920,17841,1
22173,17841,1
22953,17841,1
84508A,17841,1
22471,17841,1
21935,17841,1
21670,17841,1
20668,17841,1
21672,17841,1
22553,17841,1
22041,17841,1
20972,17841,1
22568,17841,1
22570,17841,1
22730,17841,1
20749,17841,1
22785,17841,1
22786,17841,1
85064,17841,1
22212,17841,1
21486,17841,1
22114,17841,1
21485,17841,1
84029E,17841,1
22678,17841,1
22686,17841,1
22468,17841,1
85232B,17841,1
21479,17841,1
84029G,17841,1
22837,17841,1
22112,17841,1
22835,17841,1
22111,17841,1
22667,17841,1
22666,17841,1
21259,17841,1
22941,17841,1
82484,17841,1
84685,17841,1
21363,17841,1
22755,17841,1
20616,17841,1
22451,17841,1
22753,17841,1
79066K,17841,1
22794,17841,1
22592,17841,1
84352,17841,1
79321,17841,1
22694,17841,1
21098,17841,1
22470,17841,1
22795,17841,1
20963,17841,1
22278,17841,1
84884A,17873,1
51014C,17873,1
51014L,17873,1
51014A,17873,1
22366,17873,1
22876,17873,1
22953,17873,1
79321,13093,1
48129,13093,1
48111,13093,1
22960,13093,1
22847,13093,1
22846,13093,1
22665,13093,1
22652,13093,1
22418,13093,1
22402,13093,1
22400,13093,1
22399,13093,1
20685,13093,1
22318,12921,1
22551,12921,1
22748,12921,1
22745,12921,1
21731,12921,1
22466,12921,1
20972,12921,1
22274,12921,1
22750,12921,1
22780,12921,1
22779,12921,1
22866,12921,1
22867,12921,1
22865,12921,1
22632,12921,1
21777,13468,1
79302M,13468,1
22752,13468,1
21609,13468,1
20685,13468,1
48185,13468,1
48194,13468,1
22423,13468,1
37446,13468,1
37449,13468,1
21231,13468,1
21232,13468,1
84509B,13468,1
22313,13468,1
22314,13468,1
21181,13468,1
72741,13468,1
22187,13468,1
85199S,17760,1
22909,17760,1
22798,17760,1
22800,17760,1
21818,17760,1
22976,17760,1
21452,17760,1
22964,17760,1
22941,17760,1
21668,16928,1
22771,16928,1
22805,16928,1
22772,16928,1
22774,16928,1
22773,16928,1
22867,16048,1
22866,16048,1
22865,16048,1
21231,16048,1
22645,16048,1
22646,16048,1
22632,16048,1
22915,16048,1
22171,16274,1
21462,16274,1
22622,16274,1
22616,16274,1
22713,16274,1
22111,16274,1
22496,16274,1
84870C,16274,1
22659,16274,1
22494,16274,1
22113,16274,1
84870B,16274,1
22119,16274,1
22121,16274,1
22765,16274,1
21351,16274,1
22130,16274,1
21191,16274,1
22945,16274,1
22581,16274,1
22639,16274,1
22579,16274,1
22572,16274,1
21809,16274,1
21818,16274,1
22571,16274,1
21810,16274,1
21147,16274,1
21811,16274,1
22640,16274,1
22641,16274,1
22638,16274,1
22573,16274,1
22576,16274,1
22603,16274,1
21817,16274,1
21813,16274,1
21808,16274,1
21804,16274,1
21014,16274,1
21823,16274,1
22086,16274,1
21018,16274,1
22739,16274,1
22738,16274,1
22635,16274,1
22731,16274,1
22428,16274,1
22946,16274,1
22825,16274,1
21871,16274,1
21071,16274,1
M,16274,1
21340,16274,1
22816,16274,1
22818,16274,1
21591,16274,1
21587,16274,1
22750,16274,1
22767,16274,1
22660,16274,1
85232B,16274,1
22941,16274,1
21761,16274,1
84836,14496,1
21781,14496,1
22457,14496,1
22113,14496,1
22835,14496,1
85032D,14696,1
22696,14696,1
21790,14696,1
84360,14696,1
35954,14696,1
35957,14696,1
84760S,14696,1
72816,14696,1
84754,14696,1
22444,14696,1
35598D,14696,1
85045,14696,1
21352,14696,1
22065,14696,1
35598B,14696,1
85099C,14696,1
22952,14696,1
85048,14696,1
22589,16539,1
22121,16539,1
22119,16539,1
22573,16539,1
22574,16539,1
22577,16539,1
22578,16539,1
22579,16539,1
22593,16539,1
22594,16539,1
22595,16539,1
21810,16539,1
21811,16539,1
21817,16539,1
22695,16539,1
22696,16539,1
21523,16539,1
22469,16539,1
22855,16539,1
21754,16539,1
21756,16539,1
84755,17025,1
84970L,17025,1
22178,17025,1
22791,17025,1
21756,17025,1
21864,13777,1
21107,13777,1
21232,13777,1
84050,13777,1
85099B,13777,1
85123A,13777,1
15056P,13777,1
22095,13777,1
22041,13777,1
85174,13777,1
84029E,13777,1
82615,13777,1
21156,13777,1
20727,13777,1
35004C,13777,1
85038,13777,1
15056N,13777,1
20971,13777,1
21354,13777,1
20725,13777,1
22646,13777,1
22147,13777,1
22837,17690,1
21484,17690,1
22865,17690,1
22866,17690,1
22834,17690,1
22726,17690,1
22728,17690,1
22729,17690,1
22966,17690,1
22965,17690,1
22975,17690,1
22988,17690,1
22972,17690,1
22974,17690,1
21668,12947,1
21672,12947,1
22771,12947,1
22530,12947,1
22534,12947,1
21374,12947,1
21365,12947,1
21479,12947,1
21481,12947,1
84032A,12947,1
84031A,12947,1
21509,12947,1
22025,12947,1
22650,12947,1
22637,12947,1
22634,12947,1
22635,12947,1
37449,17460,1
22846,18229,1
22848,18229,1
22726,18229,1
22728,18229,1
22725,18229,1
22729,18229,1
22730,18229,1
37448,14142,1
22744,14142,1
22743,14142,1
22646,14142,1
21232,14142,1
22466,14142,1
22540,14142,1
22531,14142,1
16237,14142,1
22752,14142,1
22114,14142,1
21108,14142,1
22355,14142,1
22449,14142,1
22867,14142,1
21986,14142,1
21982,14142,1
22421,14142,1
17003,14142,1
21098,14142,1
22548,14142,1
21790,14142,1
22960,17069,1
22961,17069,1
22962,17069,1
22963,17069,1
21777,17069,1
22666,17069,1
22667,17069,1
84997A,17069,1
84997B,17069,1
84997C,17069,1
84997D,17069,1
22969,13065,1
85123A,13065,1
22112,13065,1
22114,13065,1
21340,13065,1
22457,13065,1
21136,13065,1
22776,13065,1
21166,13065,1
22794,13065,1
71477,13065,1
22030,13065,1
22622,13065,1
21055,13065,1
21427,14606,1
22135,14606,1
90214M,14606,1
90214V,14606,1
90214S,14606,1
90214J,14606,1
22386,14606,1
22378,14606,1
20750,14606,1
21888,14606,1
22321,14606,1
21789,14606,1
21238,14606,1
21629,14606,1
22379,14606,1
